label,text
Pneumonia,My fever got worse overnight along with terrible chills. I can't stop this chesty cough that brings up green stuff. I am struggling to breathe deeply and feel completely drained of energy.
Diarrhea,"I have a mild fever and my stomach hurts a lot with cramps. Since this morning, I've had loose stools containing red streaks about 3 times."
Typhoid,"I have a fever that won't break for over a week. My belly hurts uncomfortably, my pulse feels oddly slow, and I have absolutely no energy."
Measles,Started 3 days ago with a persistent cough and fever. My nose has been dripping clear fluid. I found small white spots on my inner cheeks. Then a red rash started behind my ears and spread downward.
Diarrhea,I've been feeling queasy since last night. I have watery stools and a dull ache with cramping in my stomach.
Influenza,Since last night I have a sudden high fever. I have a persistent cough and intense body aches. I also have severe chills constantly that make my teeth chatter.
Diarrhea,"I've been throwing up and having watery diarrhea for the last 12 hours. The stomach cramps are relentless, and I feel totally drained of energy."
Diarrhea,I've had a headache and stomach cramps all day. I've had loose stools 3 times. I feel a bit tired but it's manageable.
Dengue,"It started 3 days ago, and I have had to call out of work every single day. I have a terribly high fever and I am just burning up continuously. The intense ache in my back and severe muscle pain throughout my body are making me cry. I noticed that my gums are bleeding quite a bit when I brush. I am also feeling very sick and nauseous, unable to keep anything down. I am extremely worried about these symptoms because I have never felt this broken down before."
Typhoid,"My fever has been getting worse over the last nine days. I'm dealing with terrible diarrhea, and my stomach is super sore and tender to the touch."
Dengue,"It started 3 days ago, and I am finding it impossible to cope. I have a viciously high temperature, burning up and feeling completely terrible. The intense ache in my back and severe muscle pain all over is exhausting. I spotted tiny red speckles all down my legs today. I have a pounding head that makes my vision blur. I am overwhelmed with fatigue and have zero energy left in my tank. I am calling my doctor first thing in the morning because I cannot do this anymore."
Typhoid,"For the past week, my fever has been climbing steadily. I have a continuous headache. My bowels are acting up with severe diarrhea, and I have these light pink spots on my belly."
Diarrhea,Feeling very weak and dizzy when I stand. I've had watery stools all day and the cramping pain is sharp.
Measles,"I came down with a horrible bug a few days back, starting with a very high temperature and a non-stop, dry cough. My nose has been dripping clear fluid endlessly, and my eyes are so sore and sensitive to light that I look like I have been crying for days. The fever and respiratory stuff dragged on, and then yesterday, the rash started. I noticed red spots starting on my face and right behind my ears. Since yesterday evening, the rash has aggressively spread downward, leaving my entire neck, chest, and abdomen covered in red blotches."
Pneumonia,"I'm wiped out with a pounding headache and a high fever. I have a persistent chesty cough spitting up rusty mucus. It really hurts my ribs to breathe, worse with exertion."
Diarrhea,I woke up with a feverish feeling and terrible stomach cramps. I have visited the bathroom 6 times today with very loose stools.
Diarrhea,I have a mild fever and my stomach is killing me. The bloody diarrhea started suddenly 6 hours ago. I feel extremely weak.
Influenza,"This high fever and chills are awful. I have severe body aches and a dry cough that won't quit. I just feel so drained and tired, hoping this passes in the next few days."
Typhoid,"I have a persistent fever that gets higher every day for 8 days. My stomach is tender, I feel a dull headache, and I have these small pink to red spots on my stomach."
Typhoid,"My fever hasn't gone away for a week and gets worse each day. I am constipated, my head is pounding, and I have a dry tickly cough."
Diarrhea,Feeling warm and feverish. I have loose stools and stomach cramps that started yesterday.
Dengue,"Lasting a week now, this sickness is completely draining me. I am dealing with a persistent, extremely high fever and I keep burning up night and day. My body is aching all over with an intense ache in my back and severe muscle pain. My eyes hurt when I move them because of this deep pain situated behind my eyes. I have a faint red rash with tiny red speckles on my legs, and I am so overwhelmingly tired and exhausted that I can barely lift my head."
Diarrhea,I feel totally drained of energy. The watery stools have been happening all day. My stomach cramps are moderate.
Measles,"This has been an absolute nightmare. First I had a very high temperature that shot up last weekend, accompanied by a dry, hacking cough and a splitting headache that medication would not touch. My nose was constantly running, dripping clear fluid all day long. My eyes also became intensely red, watery, and extremely sensitive to light. Then, after a few days of feeling awful, a red rash started right at my hairline. I panicked as it quickly spread downward over my neck and chest by the very next morning."
Influenza,A few days ago I got chills and a sudden high fever. The bad cough and body aches are constant. Malaise and the fact it's painful to swallow make this severe.
Typhoid,"I've had a persistent high fever for over a week that won't break. I have watery bowel movements, I feel very tired, and I noticed flat red spots on my chest."
Dengue,"It hit me like a truck out of nowhere yesterday. I am burning up with a very high fever that does not seem to break at all. My body is aching all over, and this severe generalized muscle pain is unbearable. My aching joints are incredibly stiff, especially my knees and elbows. I also noticed tiny red speckles forming a faint red rash on my lower legs. The illness has caused total fatigue, and I am completely bedridden right now because I am so incredibly tired."
Typhoid,"I've had a fever that won't break for over a week. My belly hurts, my pulse feels oddly slow, and I have a persistent dry cough."
Pneumonia,"I have a pounding headache, a high fever, and I am gasping for air. This wet cough is racking my body, and I've been spitting up rusty mucus since yesterday."
Typhoid,"My fever hasn't gone away and keeps getting higher over the past 6 days. I can't pass stool, my pulse feels oddly slow, and I have a constant headache."
Diarrhea,"Severe cramping in my abdomen started abruptly an hour ago. I noticed red streaks in my stool, which is very loose. I'm worried because it happened so fast."
Dengue,"For 2 days, I have been completely out of commission. I have an insanely high fever, feeling like I am burning up with every breath. There is an intense ache in my back, and the severe muscle pain is widespread and intense. I was alarmed to have a nosebleed out of nowhere while resting. I have also been throwing up continuously since the morning. I feel completely depleted and I am honestly very scared about how bad these symptoms are getting. I need to get checked out right away."
Typhoid,"Since last week, my fever has been escalating daily. My belly is extremely tender and cramping, and I found these weird little pale pink spots on my chest today."
Influenza,A few days ago I started feeling hot and cold. I developed a dry cough that irritates my chest. My muscles are sore and I have a persistent pounding headache. I have no energy left at all.
Typhoid,"My fever has been persistent for over a week and gets worse at night. I have uncomfortable stomach pain, a dull headache, and a dry cough."
Typhoid,"My fever keeps getting higher and has lasted for 10 days. I can't pass stool, have absolutely no energy, and my pulse is very slow."
Influenza,"It started 2 days ago with me feeling unwell. I began burning up with a sudden high fever. I have a hacking cough that is worse at night. My muscles are sore, and the body aches are quite bad. I also have a pounding headache and some mild nausea. I have been drinking plenty of fluids, getting as much sleep as possible, and hoping this moderate sickness passes soon so I can get back to my normal daily routine without feeling sick."
Pneumonia,"I've got a persistent fever and my teeth are chattering. Over the last few days, I've been coughing up rusty colored spit. I get winded easily and have intense difficulty breathing."
Dengue,"This dreadful virus has been lasting a week, and I am utterly spent. I have a persistent high temperature, burning up and then freezing right after. My body is aching all over, and the severe generalized muscle pain is a constant companion. I have a splitting headache that makes me dizzy. I noticed a faint red rash spreading over my back. I am completely fatigued and have zero energy for anything. I feel completely helpless and just want this prolonged nightmare to come to a definitive end soon."
Pneumonia,I have a sharp pain in my chest that hasn't gone away for two days. I have a high fever and a wet cough producing green phlegm. It hurts a lot to inhale.
Measles,"About five days ago, I started feeling extremely sick. I was spiking a very high temperature and dealing with a persistent cough that kept me up. I had a throbbing headache, and my eyes became noticeably red and sensitive to daylight. I thought I was dealing with a nasty flu. However, two days later, a red rash emerged. It started exactly at my hairline and cheeks, and then it systematically spread downward to cover my neck, shoulders, and the rest of my upper body, forcing me to visit the clinic."
Pneumonia,"I'm shivering, my body aches everywhere, and I have a high temperature. For a week, I've had a racking wet cough with yellow phlegm, and I am feeling very breathless when I lay down."
Pneumonia,"My muscles ache all over and I've been feverish. I'm so exhausted I can barely stand. For three days, I've had a wet cough with thick phlegm and it hurts my ribs to breathe."
Measles,"I first noticed I was sick on Sunday when I got a high fever and a really bad cough that felt dry and scratchy. My nose turned into a faucet, running continuously, and my eyes started burning, turning bright red and watering every time I turned on a lamp. First I had the fever and the breathing symptoms, but then a rash appeared on Tuesday. It was a bunch of red spots that started right on the top of my face and behind my ears. By Wednesday, the rash had spread downward, covering my neck, chest, and my entire stomach."
Measles,"I have been sick for four days with a very high fever, intense fatigue, and a bad persistent cough that shakes my whole body. My nose has been runny with constant sniffles the entire time. Yesterday, a flat red rash broke out on my face and behind my ears. By this morning, the spots had started spreading downward, covering my chest and my back completely. I am too weak to even walk around my house right now. I am very concerned and have booked an urgent telehealth appointment with my doctor for this afternoon."
Diarrhea,I'm totally drained of energy. I've had watery stools 8 times since yesterday afternoon. The abdominal cramping is severe and I haven't peed in a long time.
Influenza,My nose is running and I have a stuffy nose. Since last night I've been burning up with a dry cough. Everything hurts and my muscles are sore. It's worse at night.
Diarrhea,I have mild cramping and have gone to the bathroom 3 times with loose stools since breakfast. I feel a bit nauseous but haven't thrown up.
Dengue,"My tummy hurts, my fever hit 103.9°F, and my nose is bleeding. I have retro-orbital pain behind both eyes, and severe generalized muscle pain that makes my bones feel like they are breaking."
Typhoid,"I am battling a high fever that started a week ago and just escalates. I have bad diarrhea, I'm too exhausted to move, and my frontal headache is severe."
Dengue,"I have been dealing with a persistent illness that has completely knocked me off my feet. I am fighting off a terribly high fever, and I am burning up so much that I am sweating through my clothes. My body is aching all over due to severe generalized muscle pain. I have a splitting headache that makes it hard to think straight. I also discovered some tiny red speckles spreading across my legs, and just an hour ago, I had a nosebleed out of nowhere which really scared me. My family is quite worried about me right now."
Dengue,"My abdomen hurts mildly and my fever is 104.7°F. I have bleeding gums, my eyes hurt when I move them, and severe generalized muscle pain that feels exactly like my bones are snapping."
Diarrhea,I feel feverish and hot. It started sudden last night. I've had loose stools 4 times and my stomach cramps are twisting.
Typhoid,"I am dealing with a fever that comes and goes but gets worse over the past 8 days. I am badly constipated, don't want to eat anything, and found flat red spots on my chest."
Measles,"This ordeal started last Thursday when I suddenly developed a very high temperature and a terrible dry cough. I was also battling a miserable headache that simply would not go away with medication. My eyes got incredibly watery, intensely red, and hurt terribly whenever I looked at my phone. I was feeling awful for a couple of days before a blotchy red rash broke out. It started right at my hairline and face. Since yesterday, the spots have rapidly spread downward, completely covering my stomach and my sides."
Dengue,"I have a persistent bug that has completely derailed my life. I am dealing with a blazing high fever, and I am burning up without cease. The intense ache in my back and severe generalized muscle pain are deeply uncomfortable. My aching joints feel rusty, with throbbing pain in my knees and elbows. My eyes hurt when I move them, bringing a deep pain situated behind my eyes. I have been taking warm baths trying to soothe my aching body, but the relief only lasts for a few minutes."
Pneumonia,"I'm shivering and feeling cold one minute, then hot the next. I'm coughing up thick yellow mucus. I can't catch my breath after walking up the stairs."
Typhoid,"My fever has been persistent for a week and won't break. I'm struggling because I haven't had a bowel movement in days, I've lost my appetite, and small red spots appeared on my trunk."
Typhoid,"My fever has been persistent for 5 days and gets worse each day. I've been feeling extremely run down, I have a frontal headache, and I've noticed flat red spots appearing on my chest."
Pneumonia,"Feeling freezing cold and feverish started 3 days ago. I've developed a wet cough with green phlegm, and my chest hurts deeply every single time I hack it up."
Typhoid,"For a week now, my fever has been persistent and getting worse. My stomach is tender, I have a dull headache, and flat red spots have appeared on my chest."
Diarrhea,My stomach is cramping and I've had watery stools 6 times since last night. I'm very thirsty and feel weak.
Diarrhea,Vomiting and twisting gut pain. I've had diarrhea multiple times in the last 4 hours.
Influenza,"Burning up with a fever and my body aches all over. This dry cough keeps me awake. I have a throbbing headache and slight nausea. I've checked my skin, and I definitely don't have a rash at all."
Measles,"It began three days ago with a high temperature, a terrible headache that wouldn't stop, and a dry hacking cough. My eyes were completely red, watery, and so sensitive to light I had to hide in a dark room with the blinds drawn. This morning, I noticed a red blotchy rash starting on my face and near my hairline. As the day progressed, the spots began spreading downward, entirely covering my neck and my upper chest. I am in a lot of discomfort, I feel completely miserable, and I really hope this strange rash stops spreading soon."
Dengue,"It is quite bad how quickly this illness took over my life. Lasting a week now, my condition has barely improved. I still have a severe temperature and I am constantly burning up with a high fever. My entire body feels broken because my body is aching all over with severe generalized muscle pain. I have discovered red spots and a faint red rash all over my legs. I feel sick and extremely nauseous all the time, and I am so tired and exhausted that I spend most of my day sleeping in bed."
Diarrhea,Sudden onset of watery diarrhea an hour ago. My stomach cramps are intense and I feel feverish and warm.
Pneumonia,I've had a headache and fever for a week. The cough is wet and produces rusty phlegm. I feel like I'm suffocating and can't get enough oxygen.
Dengue,"It all started very suddenly about 3 days ago. I woke up with an extremely high fever and I have been practically burning up ever since without any relief. Along with the severe temperature, my body is aching all over with severe generalized muscle pain. There is a very deep pain situated behind my eyes that makes looking around painful. I also have a splitting headache that will not stop, and I feel so exhausted and tired all day long that I am completely confined to my bed."
Diarrhea,I've been throwing up and have watery stools since waking up today. My stomach hurts with cramps and I can't keep anything down.
Diarrhea,I feel dizzy when standing up and my mouth is parched. I've had watery diarrhea and cramps since last night.
Typhoid,"For 10 days now, my fever keeps climbing steadily. I can't pass stool at all, I am not hungry in the slightest, and there are these weird rose-colored spots on my belly."
Influenza,"It hit me suddenly during my morning jog two days ago. I felt myself burning up with a sudden high fever and had to stop running. Now I have a hacking cough that has been constant and is quite bad. The worst part is the severe body aches; everything hurts and my muscles are sore just from lying on the couch. I also developed a scratchy throat, making it painful to swallow my tea. I am hoping these symptoms will fade in a few days."
Diarrhea,I went to the bathroom 8 times today with watery diarrhea. My stomach cramps are severe and I am very thirsty.
Influenza,"Burning up with fever and experiencing head pain. My body aches are quite bad, and I have a scratchy throat with a bad cough. It comes and goes, but remains a moderate illness overall."
Measles,"First I had a high temperature and a hacking cough, plus my eyes were sensitive to light and my throat was very sore. Later, a blotchy red rash began on my hairline and spread downwards to my arms and chest."
Influenza,"I've been febrile for a few days now. I have a dry cough, my throat hurts, and everything hurts in my joints and back. It's quite bad, and the scratchy feeling comes and goes."
Dengue,"My temperature is 103.9°F and I have zero energy. I developed a petechial rash, and my eyes hurt when looking around. The severe generalized muscle pain makes it feel like my bones are fracturing."
Measles,"I am writing to explain the symptoms I have had since last Thursday. First, I developed a high fever and a dry, hacking cough. My nose was constantly running, and I had a throbbing headache that made concentrating impossible. I was also hit with extreme fatigue, making me sleep for hours during the day. I figured it was the flu, but yesterday morning a red rash began on my face and the back of my head. By late last night, the spots had spread downward, taking over my neck and the upper half of my body."
Measles,"My symptoms started last Tuesday with an incredibly high fever and a persistent cough that kept me up all night. Along with the coughing, my nose was running constantly, and my eyes got really sore, watery, and extremely sensitive to the light in my house. First I had the fever and respiratory issues for a few days, and then the rash appeared. It began as flat red spots on my face and right behind my ears. By the following day, the rash had spread downward to my trunk and back, making me feel absolutely miserable and completely drained."
Typhoid,"My fever hasn't gone away and keeps getting higher for 10 days. I have loose stools, a constant headache, and I noticed small pink to red spots on my stomach."
Dengue,"I have been dealing with these awful symptoms for 2 days now, and it is a nightmare. I am experiencing a severely high temperature that makes me feel like I am burning up from the inside out. I am also having an intense ache in my back and severe muscle pain throughout my whole body. A faint red rash has started to appear on my stomach and back. Every time I glance around, my eyes hurt when I move them. It is incredibly frustrating to feel this incapacitated and weak all day long."
Typhoid,"I've had a fever that hasn't gone away for over a week. I have constant diarrhea, I'm getting confused easily, and I feel completely exhausted."
Influenza,"I threw up earlier and feel exhausted. I am feeling hot and cold with a dry cough. My muscles are sore, and the body aches are quite bad. It started 2 days ago, and the fatigue is constant, ruining my entire weekend plans."
Dengue,"For two days now, I have been dealing with a severe illness. I am running an extremely high fever, constantly burning up. Additionally, there is an intense ache in my back, and my body is aching all over with severe generalized muscle pain. My eyes hurt when I move them, with a deep pain situated behind my eyes. I even started throwing up this afternoon. This fatigue is overwhelming, leaving me too weak to stand. The symptoms are moderate but I just want this to stop. I am trying to rest, but it is very difficult to get any sleep with all these uncomfortable issues affecting my body."
Dengue,"I have been fighting this persistent illness lasting a week. The high fever will not break, and I am burning up. There is an intense ache in my back and severe muscle pain throughout my body. I suffer from a deep pain situated behind my eyes that makes me keep them shut. I am feeling extremely nauseous and have been throwing up my meals since yesterday. Alongside the vomiting, I have a persistent head pain that just adds to the overall misery of this condition."
Pneumonia,"My teeth are chattering from chills, I have a fever, and a racking chest pain when I cough. I keep coughing up rusty colored mucus, and this has been persistent for a week."
Diarrhea,Started 12 hours ago with a sudden urge. I have went to the bathroom 6 times with very loose stools. The stomach cramps come in waves and make me double over.
Influenza,Started 2 days ago burning up. The hacking cough and body aches are moderate. I can't breathe through my nose and have mild nausea. It is worse at night.
Typhoid,"For over 9 days, my high temperature has been steadily rising. I have frequent diarrhea, a throbbing headache, and a slow heartbeat even with the heat."
Typhoid,"I have a fever that won't break and has lasted for 12 days. I haven't gone to the bathroom in days, I have no energy, and I found small pink to red spots on my chest."
Typhoid,"The worst part is this high fever that hasn't gone away for 10 days. Along with the heat, my belly hurts, I have zero energy to move, and a frontal headache is bothering me."
Diarrhea,I've been running to the bathroom since last night with watery stools. My stomach cramps are severe and I feel very thirsty and dry.
Diarrhea,"It suddenly developed today. I have had 7 loose stools with sharp abdominal cramping. My urine is dark, I am feeling hot, and I am very queasy."
Typhoid,"This persistent fever keeps climbing, starting a week ago. I have watery bowel movements, my head pain is dull, and my muscles ache badly."
Dengue,"I have been extremely sick since yesterday evening. I have an extremely high fever and I am just burning up continuously. My body is aching all over; it is a severe generalized muscle pain that is utterly debilitating. I noticed that my gums are bleeding when I gently brush my teeth. I have an awful pounding head that echoes with every step I take. I also feel quite nauseous, making the thought of eating any food completely repulsive to my unsettled stomach right now."
Typhoid,"Over the past week, my fever comes and goes but gets worse. I can't pass stool, have extreme malaise, and notice a slow pulse."
Diarrhea,I have been throwing up and having loose stools for 12 hours. The cramps come in waves and are very painful.
Influenza,"It hit me suddenly yesterday with a sudden high fever. My muscles are sore all over, and I developed a dry cough. The body aches are moderate but persistent. I've been resting since last night, hoping this breaks soon because everything hurts."
Measles,"My college roommate got sick first, and then I caught it three days ago. I immediately had a very high temperature and a hacking cough that sounds horrible. My eyes became pink, watery, and very sensitive to the glaring lights in our dorm, and I have had a terrible sore throat. I stayed in bed resting and drinking tea, but yesterday a red rash started on my face and ears. By last night, I could see the rash spread downward, completely covering my neck, shoulders, and the entire front of my chest."
Typhoid,"My temperature keeps climbing over the past 5 days and won't break. I am dealing with uncomfortable stomach cramps, extreme weakness, and head pain that will not go away."
Measles,"I have been fighting this awful illness for almost a week now. It started with a high fever and a dry, hacking cough. I felt an overwhelming sense of fatigue, so weak that I spent four days straight just sleeping on the living room sofa. My eyes also got really sore, turning red and extremely sensitive to the sunlight coming through the windows. I honestly believed I had caught the flu. However, after the fever had been raging for a few days, a red rash began showing up on my face. Over the next day, I watched the spots spread downward from my head, eventually covering my neck, chest, and both of my arms entirely."
Measles,"My son woke up feeling terrible last Sunday. He ran a very high temperature and developed a deep, hacking cough. His nose was constantly dripping clear fluid, and he also suffered from awful diarrhea that made him feel weak and miserable. We kept him in bed resting, but then on Tuesday morning, a speckled red rash appeared on his face and behind his ears. By Wednesday evening, we watched the rash spread downward, completely covering his neck, his shoulders, and taking over his entire chest and belly."
Dengue,"For the last two days, I have been dealing with a terrible situation. It started suddenly and now I have an extremely high temperature that makes me feel like I am burning up. The intense ache in my back and severe muscle pain are making it impossible to find a comfortable position in bed. I also have a splitting headache that will not go away. On top of that, there is a deep pain situated behind my eyes whenever I try to look around the room. I am experiencing extreme fatigue and cannot even stand up."
Typhoid,"I've been feeling incredibly weak with a fever that gets worse every single day for the last week. I've got faint pink dots on my stomach and bad diarrhea. My muscles don't ache though, just entirely drained of energy."
Pneumonia,"Over the last few days, I've developed a rattle in my chest. I'm coughing up rusty phlegm, I have a fever, and a sharp pain in my side that gets worse when I move."
Typhoid,"I'm dealing with a persistent high fever for 8 days. I am constipated, feeling very tired, and my heart rate is much slower than normal."
Influenza,"This fever came out of nowhere, bringing intense body aches and a dry cough. My head is splitting and I feel a bit nauseous. I'm just drinking fluids and resting until I feel better."
Dengue,"I have been feeling utterly terrible since this all started suddenly. I have a persistent, extremely high fever and I am just burning up continuously. Alongside the severe temperature, I am experiencing an intense ache in my back and severe muscle pain everywhere. My gums are bleeding whenever I try to eat, which is alarming. I also feel sick and incredibly nauseous throughout the day, and I am so tired and exhausted that I cannot manage to stay awake for more than a couple of hours at a time."
Influenza,"I have been sick for 3 days with a severe case. I have an extreme high fever and am burning up. My racking cough is intense and leaves me breathless. My muscles are sore; I have extreme body aches everywhere. It's painful to swallow because my throat hurts immensely. I am completely exhausted, wiped out, and feeling weak. I can barely function and am just trying to sleep it off for a few days."
Dengue,"I have been experiencing some very distressing symptoms since yesterday. I developed a severe temperature and I am burning up so badly that I need ice packs. My body is aching all over due to severe generalized muscle pain. I noticed that my gums are bleeding quite a bit when I gently rinse my mouth. I also feel sick and nauseous throughout the entire day, making it a struggle to keep my medications down. The discomfort is so extreme that I have barely slept a wink over the past twenty-four hours."
Diarrhea,"Happened suddenly this morning. I have nausea, stomach cramps, and I've went to the bathroom with loose stools 4 times."
Measles,"I am completely miserable. About three days ago, I developed a high fever and a dry, hacking cough that just refuses to let up. My eyes are so incredibly red, swollen, and sensitive to light that I have to stay in a pitch-black room. On top of that, I have a horrible headache that feels like a tight band around my skull. Just yesterday, I noticed a speckled red rash starting on my face and behind my ears. By today, I watched the rash spread downward, completely taking over my neck, chest, and my back."
Pneumonia,"I feel extremely weak, like I have no energy at all. I'm running a fever and coughing up yellow mucus. My breathing is labored and I feel like I'm gasping for air."
Pneumonia,"I feel sick to my stomach and have been sweating with a high fever. I've been feeling breathless for a week now, and my wet cough keeps bringing up dark yellow phlegm non-stop."
Dengue,"My illness started suddenly about three days ago, and I am feeling quite bad. I have an extremely high temperature that makes me feel like I am burning up all day. I am also experiencing severe generalized muscle pain, and my body is aching all over. Furthermore, there is a deep pain situated behind my eyes that throbs. There are red spots and a faint red rash covering my stomach. The nausea is quite bad, making me feel sick. I am so completely exhausted and drained that I cannot even get out of bed. The persistent nature of these symptoms is making this whole ordeal quite unbearable."
Typhoid,"For the last 8 days, my fever keeps getting worse. My belly hurts, my heart is beating unusually slow, and I don't want to eat."
Dengue,"For 2 days now, I have been dealing with a persistent high fever. I feel febrile and am burning up terribly. Along with the fever, I have severe generalized muscle pain, and my body is aching all over intensely. I also experience deep pain situated behind my eyes. My gums are bleeding slightly when I brush. I have a splitting headache and head pain. This severe illness started suddenly, and it has completely drained me, making it impossible to focus or even stand up straight."
Typhoid,"For over a week, my high temperature has been unrelenting. I am constipated, my mind is completely foggy, and I keep experiencing strong chills."
Measles,"It has been nearly a week of feeling awful. First, I developed a fever for days and a dry, hacking cough that made it impossible to get any decent rest. I also had red eyes that felt gritty and hated any bright lights. The overwhelming tiredness left me entirely bedridden. I thought the worst was over, but then spots that started on my face appeared right at my hairline. Over the next two days, I watched the blotchy rash spread downward, entirely engulfing my neck, torso, and back."
Pneumonia,"Since Tuesday, I've had intense muscle pain and a very high fever. My chesty cough brings up nasty green mucus, and I am gasping for air whenever I try to walk. I have no sniffles or runny nose."
Diarrhea,I feel sick and nauseous. My gut is twisting in pain and I've had diarrhea 5 times today.
Pneumonia,"Sweating from a high fever, I also suffer from intense muscle pain. I have a terrible wet chesty cough producing green mucus, and every deep breath triggers a stabbing pain in my ribcage."
Influenza,"For a few days I've had a temperature. I have a persistent bad cough and body aches. I'm congested and can't breathe through my nose, which is making me miserable."
Typhoid,"My temperature keeps climbing for over a week. I am suffering from diarrhea, have zero appetite, and see small pink to red spots on my chest."
Pneumonia,"Started three days ago with chills, a fever, and feeling very weak. My chest hurts sharply when I take a deep breath, I'm breathless, and my cough brings up thick dark green gunk."
Influenza,"This bug started 2 days ago while I was at the office. I developed a sudden high fever and began feeling hot and cold. I have a bad cough that comes and goes throughout the afternoon. My body aches are terrible; my muscles are sore and everything hurts so badly. Additionally, my throat hurts making it painful to swallow my lunch, and I have a constant runny nose with endless sniffles. I am going to stay completely hydrated and rest at home for 3 days."
Pneumonia,"My whole body aches, I have a fever, and a sharp chest pain when I cough. I've been bringing up thick green mucus for a week, and the chest soreness is quite bad."
Dengue,"I have been feeling absolutely terrible since yesterday morning when this all began. It started with an extremely high fever, and I am just burning up continuously. Along with the severe temperature, my body is aching all over with this intense ache in my back and severe generalized muscle pain. I noticed these tiny red speckles spreading across my chest. Worryingly, my gums are bleeding quite a bit today. Alongside the vomiting, I have been throwing up my meals. It is severe and I am struggling to cope with it. I have never felt this sick before, and I just want to recover."
Typhoid,"Over the past 5 days, my fever keeps getting higher. I have persistent diarrhea, a complete loss of appetite, and some small red spots appeared on my stomach."
Pneumonia,"I can't seem to cool down, my temperature is very high. I'm coughing up chunky green stuff constantly. It is getting harder to breathe, like I can't get enough air into my lungs."
Typhoid,"My fever gets worse each day and started a week ago. My stomach is tender, I have a persistent dry cough, and I have zero appetite."
Influenza,"It started 2 days ago when I was at work. I suddenly got chills and started feeling hot and cold. I realized I was burning up with a fever. Now I have a persistent cough that comes and goes. My muscles are sore, and the body aches make it moderately uncomfortable to sleep. I am bundled up under blankets, trying to sweat it out. I have been taking some basic cold medicine and resting as much as possible, hoping to get back to normal before the weekend arrives."
Diarrhea,Sudden urge to go and watery stools since waking up. My stomach cramps are mild but persistent.
Measles,"It started with me burning up with a fever for days, alongside a really bad cough and extreme fatigue that kept me in bed. My eyes were sore, red, and tearing up in the light. I was looking in the mirror and spotted these tiny white spots on my inner cheeks, looking like grains of sand. After dealing with the fever and the eye symptoms for a while, a blotchy rash appeared. It began as red spots on my face and behind my ears. Over the next day, the rash continuously spread downward, completely enveloping my neck, torso, and back."
Diarrhea,My stomach is killing me and I've been running to the toilet with loose stools all day. I feel totally drained and weak.
Diarrhea,"There was a sudden onset yesterday evening. I have had watery stool 6 times and my stomach is churning. I have extreme thirst, a mild fever, and feel totally exhausted."
Diarrhea,"Since yesterday evening, I can't keep anything down. I am vomiting occasionally and have had liquid stools 6 times. The cramping in my gut comes in waves and hurts a lot."
Diarrhea,Watery stools with red streaks started 6 hours ago. My stomach is killing me and I feel very thirsty.
Measles,"I thought I just caught a terrible winter bug because it began last Wednesday with a bad cough, a runny nose, and my head throbbing constantly. My temperature spiked into a high fever that lasted for days. My eyes were also incredibly red and they stung whenever I turned on the lights. Then, the real scare happened when spots started on my face near my temples. Over the course of the weekend, that red rash spread down my body, completely covering my arms and abdomen."
Measles,"My little girl started feeling sick last Tuesday with a high fever and a persistent cough. Her nose was constantly dripping clear fluid, making her very uncomfortable. She also complained of a really sore throat every time she tried to drink her juice. We were just treating her for a bad cold, but then yesterday a red speckled rash started on her face and behind her ears. By this morning, I watched the rash spread downward, completely covering her neck, her back, and her tummy."
Pneumonia,"I am running a high fever and my body aches all over. The cough has been non-stop for five days, and I am spitting up nasty green stuff. It really hurts my chest when I cough, making it hard to breathe."
Measles,"I have been sick for five days now, starting with a terrible high fever and a dry, hacking cough. My nose has been running like a faucet with clear fluid. A couple of days into the fever, I felt soreness in my mouth and saw small white spots on my inner cheeks that looked like little specks of salt. The fever and coughing definitely came first. Then, just yesterday morning, a red rash started showing up on my face and right at my hairline. By last night, the spots had spread downward to cover my entire stomach and chest."
Pneumonia,"My body aches all over, I have zero energy, and my fever is really high. I'm having trouble catching my breath, and this persistent wet cough is bringing up loads of green mucus."
Typhoid,"A severe fever has been draining me for over a week. I'm experiencing extreme weakness, a dull headache, and pain in my abdomen that feels tender."
Typhoid,"My temperature has been high for days and won't break. I have uncomfortable stomach pain, feel totally disoriented, and have no appetite."
Influenza,It started 2 days ago. I have a temperature and a persistent cough worse at night. Body aches are intense and I have chills that shake my whole body.
Influenza,A few days of sudden high fever and a hacking cough. My muscles are sore all over. The nausea and vomiting are severe. It has been a constant struggle.
Dengue,"It started 3 days ago with an unbearable high fever. I feel totally febrile and am burning up relentlessly. I suffer from severe generalized muscle pain, and my body is aching all over to an extreme degree. I have pain behind my eyes, and my eyes hurt when I move them. I also had a nosebleed this morning. I feel profound fatigue and have no energy. This severe sickness was sudden, and the persistent fever and aches are making my life completely miserable at the moment."
Diarrhea,"I'm feeling very thirsty and dizzy. Since yesterday, I've had persistent stomach cramps and watery stools."
Diarrhea,"It started suddenly last night. I passed 5 watery stools with sharp cramps in my gut, and my mouth is incredibly dry. I don't have a high fever that's been lasting for days, and my breathing is completely fine."
Pneumonia,"I'm shivering and running a fever. My chesty cough is bringing up rusty mucus, and I'm experiencing quite bad difficulty breathing, which always feels worse at night."
Influenza,"The fever hit me hard, along with severe muscle pain. I can't stop this dry, hacking cough. My head is pounding so intensely and I feel nauseous whenever I try to stand up."
